1	15.830180344029477	15.481184967041015	0.0001
2	15.45976557279888	15.428068145751952	9.938441702975689e-05
3	15.380249025846782	15.393437843322754	9.755282581475769e-05
4	15.339442640605725	15.352807456970215	9.45503262094184e-05
5	15.300702220314427	15.381384536743164	9.045084971874738e-05
6	15.269517149674265	15.27402808380127	8.535533905932738e-05
7	15.25527294921875	15.373059684753418	7.938926261462366e-05
8	15.252060100756193	15.325656463623046	7.269952498697734e-05
9	15.242705626236765	15.311277503967284	6.545084971874738e-05
10	15.227076746488873	15.258044075012206	5.782172325201156e-05
11	15.212591778403834	15.23016618347168	5.000000000000001e-05
12	15.213075604087429	15.240598022460938	4.217827674798848e-05
13	15.193046454580207	15.199698272705078	3.454915028125264e-05
14	15.165571029261539	15.254416038513183	2.730047501302267e-05
15	15.147071176629318	15.314565544128419	2.0610737385376356e-05
16	15.164337173060368	15.282270217895508	1.464466094067263e-05
17	15.176355153937088	15.248432502746581	9.549150281252635e-06
18	15.175261105186062	15.244820442199707	5.4496737905816115e-06
19	15.15155521151894	15.223100051879882	2.4471741852423237e-06
20	15.156363453513698	15.210263633728028	6.155829702431171e-07
